Nome_Montadora;Nome_Modelo;Classificacao_Modelo;Ano_Inicio;Ano_Fim;Filtro_Ar;Filtro_Oleo;Filtro_Combustivel;Filtro_Cabine
Fiat;Siena;flex ‐ (Attractive / ELX) ‐ álcool / gasolina ‐ mecânico;2007 ;;FAP2831;WO120;FCI1660;AKX35321
Fiat;Siena;flex ‐ (ELX / EX) ‐ álcool / gasolina ‐ mecânico;04 ; 05;FAP2831;WO120;FCI1660;AKX35321
Fiat;Siena;flex ‐ (Essence / HLX) ‐ álcool / gasolina ‐ Dualogic / mecânico;10 ;11;FAP9121;WOE912;FCI1660;AKX35321
Fiat;Siena;flex ‐ (Essence / HLX) ‐ álcool / gasolina ‐ Dualogic / mecânico;2004 ;;FAP2831;WO130;FCI1660;AKX35321
Fiat;Siena;flex ‐ (Essence / HLX) ‐ álcool / gasolina ‐ Dualogic / mecânico;2011 ;;FAP9121;WOE912;FCI1660;AKX35321
Fiat;Siena;MPI EXL Fire ‐ (ELX) ‐ gasolina ‐ mecânico;00 ; 01;FAP2831;WO120;FCI1110S;AKX35322
Fiat;Siena;MPI EXL Fire ‐ (ELX) ‐ gasolina ‐ mecânico;01 ; 03;FAP2831;WO120;FCI1110S;AKX35321
Fiat;Siena;Tetra Fuel ‐ álcool / gasolina / GNV ‐ mecânico;07 ; 12;FAP2831;WO120;FCI1660;AKX35321
Fiat;Spazio;‐‐;82 ; 87;FAP2831;WO170;FCI1600;
Fiat;Stilo;‐‐;02 ; 06;FAP4208;WO170;FCI1110S;AKX35711
Fiat;Stilo;(Connect / Schumacher) ‐ gasolina ‐ mecânico;03 ; 07;FAP9006;WO130;FCI1110S;AKX35711
Fiat;Stilo;(Connect) ‐ gasolina ‐ mecânico;03 ; 06;FAP9006;WO130;FCI1110S;AKX35321
Fiat;Stilo;flex ‐ (Attractive / Blackmotion / Connect / Sporting) ‐ Dualogic / mecânico;2005 ;;FAP9006;WO130;FCI1660;AKX35711
Fiat;Strada;‐‐;01 ; 02;FAP2831;WO170;FCI1600;AKX35321
Fiat;Strada;(Trekking / CE / CS / LX) ‐ gasolina ‐ mecânico;99 ; 00;FAP2831;WO170;FCI1600;AKX35322
Fiat;Strada;(Working / CD / CE / CS) ‐ álcool / gasolina ‐ mecânico;00 ; 04;FAP2831;WO170;FCI1600;AKX35321
Fiat;Strada;Fire ‐ (CE / CS) ‐ gasolina ‐ mecânico;03 ; 05;FAP2831;WO120;FCI1660;AKX35321
Fiat;Strada;flex ‐ (Adventure / Locker) ‐ Dualogic / mecânico;10 ; 11;FAP9121;WOE912;FCI1660;AKX35321
Fiat;Strada;flex ‐ (Adventure / Locker) ‐ Dualogic / mecânico;2004 ;;FAP2831;WO130;FCI1660;AKX35321
Fiat;Strada;flex ‐ (Adventure / Locker) ‐ Dualogic / mecânico;2012 ;;FAP9121;WOE912;FCI1660;AKX35323
Fiat;Strada;flex – (Hard Working / Freedom / Working) ‐ manual;2020 ;;FAP9054/1;WO120;FCI1660;AKX35323
Fiat;Strada;flex ‐ (Trekking / CD) ‐ álcool / gasolina ‐ mecânico;2012 ;;FAP9121;WOE912;FCI1630;AKX35323
Fiat;Strada;flex ‐ (Trekking / CE / CS) ‐ mecânico;2007 ;;FAP2831;WO120;FCI1660;AKX35321
Fiat;Strada;flex ‐ (Volcano / Freedom) – manual;2020 ;;FAP2829;WO121;FCI1660;AKX35323
Fiat;Strada;flex ‐ (Working / CD / CE / CS) ‐ mecânico;10 ; 11;FAP2831;WO120;FCI1660;AKX35321
Fiat;Strada;flex ‐ (Working / CD / CE / CS) ‐ mecânico;2012 ;;FAP2831;WO120;FCI1660;AKX35323
Fiat;Tempra;‐‐;93 ; 99;WR106;WO460;FCI1610;AKX35141
Fiat;Tempra;(SLX / SW) ‐ álcool / gasolina ‐ mecânico;92 ; 96;WR106;WO460;FCC2160;AKX35141
Fiat;Tempra;Turbo ‐ gasolina ‐ mecânico;95 ; 98;WR106;WO390;FCI1101A;AKX35141
Fiat;Tipo;‐‐;93 ; 95;FAP4035;WO170;FCI1101A;AKX35141
Fiat;Tipo;(MPFI) ‐ gasolina ‐ mecânico;96 ; 97;FAP5301;WO170;FCI1610;AKX35141
Fiat;Tipo;(MPI) ‐ gasolina ‐ mecânico;94 ; 95;FAP5301;WO460;;
Fiat;Tipo;(SLX) ‐ gasolina ‐ mecânico;94 ; 95;FAP5301;WO170;FCI1610;AKX35141
Fiat;Toro;diesel ‐ (Freedom / Opening Edition) ‐ automático / mecânico;2016 ;;JFA0998;WOE626;FCD0793;AKX2108
Fiat;Toro;flex ‐ (Endurance / Freedom / Volcano) ‐ automático;2021 ;;FAP2834;WO121;FCI1660;AKX2108
Fiat;Toro;flex ‐ (Freedom / Blackjack) ‐ automático / mecânico;2016 ;;JFA0998;WO133;FCI1660;AKX2108
Fiat;Toro;flex ‐ (Freedom / Opening Edition) ‐ automático / mecânico;2016 ;;JFA0998;WOE912;FCI1660;AKX2108
Fiat;Uno;‐‐;10 ; 16;FAP9054;WO120;FCI1660;AKX35323
Fiat;Uno;flex ‐ (Attractive / Way) ‐ mecânico;2016 ;;FAP2829;WO121;FCI1660;AKX35323
Fiat;Uno;flex ‐ (Way / Sporting) ‐ mecânico;2016 ;;FAP2829;WO121;FCI1660;AKX35323
Fiat;Uno;Furgão ‐ gasolina ‐ mecânico;1997 ;;FAP4033;WO170;FCI1610;
Fiat;Uno;Mille ‐ (EP / EX / SX) ‐ gasolina ‐ mecânico;00 ; 01;FAP4033;WO460;FCI1610;
Fiat;Uno;Mille Evo flex ‐ álcool / gasolina ‐ mecânico;10 ; 16;FAP9054;WO120;FCI1660;AKX35323
Fiat;Uno;Mille Fire ‐ gasolina ‐ mecânico;02 ; 06;FAP4033;WO120;FCI1610;
Fiat;Uno;Mille Fire flex ‐ álcool / gasolina ‐ mecânico;2006 ;;FAP4033;WO120;FCI1610;
Fiat;Uno;Mille todos os motores com carburador ‐ (CS / CSL / S) ‐ gasolina ‐ mecânico;1992 ;;FAP4033;WO460;FCC2160;
Fiat;Uno;Turbo ‐ gasolina ‐ mecânico;94 ; 96;FAP4033;WO170;FCI1101A;
Ford;Bronco;(Sport / Wildtrak) ‐ gasolina / automático;2021 ;;FAP3296;WO156;FCI1883;AKX35183
Ford;Courier;‐‐;97 ; 99;FAP2832;WO150;FCI1880;AKX35174
Ford;Courier;(Endura / Furgão) ‐ gasolina ‐ mecânico;97 ; 99;FAP2832;WO150;FCI1880;AKX35174
Ford;Courier;(L / Sport) ‐ gasolina ‐ mecânico;99 ; 07;FAP2832;WO180;FCI1880;AKX35174
Ford;Courier;flex ‐ (Van / L / LX) ‐ mecânico;2007 ;;FAP2832;WO180;FCI1650;AKX35174
Ford;Del Rey;(Scala / Ghia) ‐ gasolina ‐ mecânico;89 ; 90;WR201;WO370;FCC225;
Ford;EcoSport;‐‐;06 ; 08;FAP7007;WO150;FCI1695A;AKX35346F
Ford;EcoSport;(Duratec) ‐ gasolina ‐ mecânico;2003;;WR252;WOE120;FCI1695A;AKX35346F
Ford;EcoSport;(Supercharger) ‐ gasolina ‐ mecânico;03 ; 06;FAP9008;WO150;FCI1695A;AKX35346F
Ford;EcoSport;(XL / XLS / XLT) ‐ gasolina ‐ mecânico;03 ; 05;FAP9003;WO150;FCI1695A;AKX35346F
Ford;EcoSport;(XLS / XLT) ‐ gasolina ‐ automático / mecânico;2003 ;;WR252;WO150;FCI1695A;AKX35346F
Ford;EcoSport;Ecosport flex ‐ (SE / Direct / FreeStyle / Plus) ‐ automático / mecânico;2017 ;;FAP7019;WO156;FCI1694;AKX35347F
Ford;EcoSport;Ecosport flex ‐ (Titanium / Storm) ‐ automático / mecânico;2017 ;;FAP7019;WO156;FCI1694;AKX35347F
Ford;EcoSport;flex ‐ (Freestyle / Titanium) ‐ álcool / gasolina ‐ automático / mecânico;2012 ;;FAP9295;WO153;FCI1694;AKX35347F
Ford;EcoSport;flex ‐ (Freestyle / Titanium) ‐ álcool / gasolina ‐ mecânico;2012 ;;FAP9286;WO153;FCI1694;AKX35347F
Ford;EcoSport;flex ‐ (Freestyle / Titanium) ‐ álcool / gasolina ‐ mecânico;2016 ;;FAP9296;WO156;FCI1694;AKX35347F
Ford;EcoSport;flex ‐ (S / SE / XL / XLS / XLT) ‐ álcool / gasolina ‐ automático / mecânico;07 ; 12;FAP4056;WO150;FCI1695A;AKX35346F
Ford;EcoSport;flex ‐ (S / SE / XL / XLS / XLT) ‐ mecânico;05 ; 12;FAP9003;WO150;FCI1695A;AKX35346F
Ford;Edge;(Limited / AWD / FWD) ‐ gasolina ‐ automático / mecânico;08 ; 09;FAP9052;WO180;FCI1883;AKX35348
Ford;Edge;(Limited / SEL) ‐ gasolina ‐ automático / mecânico;10 ; 14;FAP2848;WO151;FCI1883;AKX35348
Ford;Edge;Biturbo ‐ (ST) ‐ automático;2019 ;;FAP2848;;FCI1883;AKX35126
Ford;Escort;‐‐;96 ; 02;FAP4831;WO370;FCI1880;
Ford;Escort;(GL) ‐ gasolina ‐ mecânico;00 ; 02;FAP4831;WO150;FCI1880;
Ford;Escort;(Hobby) ‐ gasolina ‐ mecânico;93 ; 96;FAP4034;WO240;FCC225;
Ford;Escort;SW ‐ (GL / GLX / L / RS) ‐ gasolina ‐ mecânico;96 ; 02;FAP4831;WO370;FCI1880;
Ford;Escort;SW ‐ (GL) ‐ gasolina ‐ mecânico;00 ; 02;FAP4831;WO150;FCI1880;
Ford;Escort;todos os motores com carburador ‐ (XR3 / Ghia / Guarujá) ‐ gasolina ‐ mecânico;89 ; 91;FAP4034;WO370;FCC225;
Ford;Explorer;(Limited) ‐ gasolina ‐ automático / mecânico;1998 ;;WR199/7;WO350;FCI1872;
Ford;Explorer;(Limited) ‐ gasolina ‐ mecânico;1997 ;;WR199/7;WO350;FCI1872;
Ford;Explorer;(Sport / XL / XLT) ‐ gasolina ‐ mecânico;1997;;FAP9002;WO350;FCI1872;
Ford;Explorer;(Sport / XL / XLT) ‐ gasolina ‐ mecânico;95 ; 96;FAP9001;WO350;FCI1872;
Ford;Explorer;(XL / XLT) ‐ gasolina ‐ mecânico;92 ; 94;FAP8999;WO350;FCI1872;
Ford;F 150;(Lariat / Platinum / 4x4) ‐ automático;2023 ;;FAP8995;WO151;;
Ford;F 150;(XL / XLT) ‐ gasolina ‐ automático;97 ; 99;FAP8995;WO261;FCI1883;
Ford;F 150;gasolina ‐ automático;2010 ;;FAP8995;WO261;FCI1883;
Ford;F 150;gasolina ‐ mecânico;2010 ;;FAP8995;WO261;;
Ford;Fiesta;‐‐;02 ; 07;FAP9003;WO150;FCI1695A;AKX35346F
Ford;Fiesta;(CLX) ‐ gasolina ‐ mecânico;97 ; 98;FAP2832;WO150;FCI1880;AKX35174
Ford;Fiesta;(CLX) ‐ gasolina ‐ mecânico;97 ; 99;FAP2832;WO150;FCI1880;AKX35174
Ford;Fiesta;(Endura) ‐ gasolina ‐ mecânico;96 ; 99;WR251;WO150;FCI1880;AKX35174
Ford;Fiesta;(Hatch / Sedã) ‐ gasolina ‐ mecânico;97 ; 98;FAP2832;WO150;FCI1880;AKX35174
Ford;Fiesta;(Supercharger) ‐ gasolina ‐ mecânico;2002 ;;FAP9008;WO150;FCI1695A;AKX35346F
Ford;Fiesta;flex ‐ (Hatch / Sedã / Trail) ‐ mecânico;2004 ;;FAP9003;WO150;FCI1695A;AKX35346F
Ford;Fiesta;flex ‐ (Hatch / Sedã / Trail) ‐ mecânico;2007 ;;FAP9003;WO150;FCI1695A;AKX35346F
Ford;Fiesta;gasolina ‐ mecânico;02 ; 03;FAP9003;WO180;FCI1695A;AKX35346F
Ford;Fiesta;gasolina ‐ mecânico;99 ; 01;FAP2832;WO150;FCI1880;AKX35174
Ford;Fiesta;Turbo ‐ (Titanium) ‐ gasolina ‐ automático;2016 ;;FAP9296;WO156;FCI1694;
Ford;Focus;‐‐;03 ; 09;FAP3610;WO150;FCI1697;AKX35128
Ford;Focus;‐‐;98 ; 03;FAP3610;WO150;FCI1881;AKX35128
Ford;Focus;(Hatch / Sedã / GL / GLX) ‐ gasolina ‐ mecânico;03 ; 04;FAP3610;WO150;FCI1697;AKX35128
Ford;Focus;(Hatch / Sedã / GL / GLX) ‐ gasolina ‐ mecânico;98 ; 03;FAP3610;WO150;FCI1881;AKX35128
Ford;Focus;flex ‐ (Guia / Titanium) ‐ álcool / gasolina ‐ automático / mecânico;2009 ;;WR192;WO150;FCI1697;AKX35175F
Ford;Focus;flex ‐ (Hatch / Sedã / GL / GLX) ‐ mecânico;07 ; 10;FAP3610;WO150;FCI1697;AKX35128
Ford;Focus;flex ‐ (Hatch / Sedã / GL / GLX) ‐ mecânico;10 ; 13;WR192;WO153;FCI1697;AKX35175F
Ford;Focus;flex ‐ (Hatch / Sedã / S / SE) ‐ mecânico;2014 ;;WR192;WO156;FCI1695A;AKX3594F
Ford;Focus;flex ‐ (SE / Titanium) ‐ álcool / gasolina ‐ automático / mecânico;2014 ;;WR192;WO156;FCI1694;AKX3594F
Ford;Fusion;(SEL) ‐ gasolina ‐ automático;06 ; 08;FAP9004;WOE120;;AKX35346F
Ford;Fusion;(SEL) ‐ gasolina ‐ automático;09 ; 12;FAP9004;WO153;;AKX35346F
Ford;Fusion;(SEL) ‐ gasolina ‐ automático;2009 ;;FAP2841;WO151;;AKX35346F
Ford;Fusion;flex ‐ álcool / gasolina ‐ automático;2013 ;;FAP2848;WO156;FCI1881;AKX35127
Ford;Fusion;Hybrid ‐ (Titanium) ‐ gasolina ‐ automático;2013 ;;FAP2849;WO153;;AKX35126
Ford;Fusion;Hybrid ‐ gasolina ‐ automático;2010 ;;FAP9004;WO150;;AKX35127
Ford;Fusion;Turbo ‐ (Titanium / GTDI) ‐ gasolina ‐ automático;2012 ;;FAP2848;WO153;FCI1881;AKX35126
Ford;Ka;‐‐;99 ; 07;FAP2840;WO150;FCI1650;AKX35174
Ford;Ka;(Black / Image / MP3 / GL / Tecno) ‐ gasolina ‐ mecânico;99 ; 07;FAP2840;WO150;FCI1880;AKX35174
Ford;Ka;(CLX / Street) ‐ gasolina ‐ mecânico;97 ; 99;FAP3608;WO150;FCI1880;AKX35174
Ford;Ka;(CLX) ‐ gasolina ‐ mecânico;97 ; 99;FAP3608;WO150;FCI1880;AKX35174
Ford;Ka;(Importado) ‐ gasolina ‐ mecânico; 1996;;WR251;WO150;FCI1163;AKX35174
Ford;Ka;flex ‐ (Fly / ST / Tecno) ‐ mecânico;2008 ;;FAP9003;WO150;FCI1695A;AKX35174
Ford;Ka;flex ‐ (SE / SE Plus / SEL) ‐ automático / mecânico;14 ; 15;FAP9286;WO153;FCI1694;AKX35347F
Ford;Ka;flex ‐ (SE / SE Plus / SEL) ‐ automático / mecânico;2016 ;;FAP9296;WO156;FCI1694;AKX35347F
Ford;Ka;flex ‐ (SE / SEPlus / Trail / SEL) ‐ mecânico ‐ automático;2019 ;;FAP7019;WO156;FCI1694;AKX35347F
Ford;Ka;flex ‐ (Tecno / Sport / ST) ‐ mecânico;2008 ;;FAP2840;WO150;FCI1695A;AKX35174
Ford;Ka;TiVCT flex ‐ (SE / SE Plus / SEL) ‐ mecânico;14 ; 15;FAP9286;WO153;FCI1694;AKX35347F
Ford;Ka;TiVCT flex ‐ (SE / SE Plus / SEL) ‐ mecânico;2016 ;;FAP9296;WO156;FCI1694;AKX35347F
Ford;Maverick;Turbo ‐ (Lariat FX4) ‐ gasolina / automático;2022 ;;FAP3296;WO156;FCI1883;AKX35183
Ford;Mondeo;‐‐;95 ; 00;FAP3241;WO180;FCI1163;AKX35262
Ford;Mondeo;(CLX / Guia) ‐ automático;98 ; 03;FAP3277;WO180;FCI1872;AKX1433
Ford;Mondeo;(CLX / Guia) ‐ gasolina ‐ mecânico;00 ; 02;FAP4053;WOE120;FCI1105A;AKX1433
Ford;Mondeo;(CLX / Guia) ‐ gasolina ‐ mecânico;03 ; 06;FAP4053;WO140;FCI1105A;AKX1433
Ford;Mondeo;(SLX) ‐ gasolina ‐ mecânico;95 ; 97;FAP3241;WO180;FCI1163;AKX35262
Ford;Mondeo;gasolina ‐ mecânico;1994;;FAP3241;WO180;FCI1163;AKX35262
Ford;Mondeo;SW ‐ (CLX / GLX) ‐ gasolina ‐ mecânico;95 ; 00;FAP3241;WO180;FCI1163;AKX35262
Ford;Mondeo;SW ‐ (SLX) ‐ gasolina ‐ mecânico;95 ; 97;FAP3241;WO180;FCI1163;AKX35262
Ford;Mustang;(GT Premium / Black Shadow) ‐ Gasolina;18 ; 20;FAP9072;;;
Ford;Mustang;(Deluxe / Premium) ‐ gasolina ‐ automático / mecânico;2010 ;;FAP8997;WO261;FCI1883;
Ford;Mustang;gasolina ‐ automático / mecânico;94 ; 95;WR253;WO390;FCI1880;
Ford;Mustang;gasolina ‐ automático / mecânico;94 ; 95;WR253;;FCI1880;
Ford;Mustang;Shelby GT 350 ‐ gasolina ‐ automático / mecânico;2005 ;;FAP8997;WO261;FCI1883;
Ford;Mustang;Shelby GT 500 ‐ gasolina ‐ automático / mecânico;2008 ;;FAP8996;WO261;FCI1883;
Ford;New Fiesta;(Titanium) ‐ gasolina ‐ mecânico;2016 ;;FAP9296;WO156;FCI1694;AKX35347F
Ford;New Fiesta;flex (Hatch S) ‐ mecânico;14 ; 15;FAP9286;WO153;FCI1694;AKX35347F
Ford;New Fiesta;flex (Hatch S) ‐ mecânico;2016 ;;FAP9296;WO156;FCI1694;AKX35347F
Ford;Orion;gasolina ‐ mecânico; 1996;;FAP4831;WO180;FCI1105A;
Ford;Orion;gasolina ‐ mecânico; 1996;;FAP4831;WO180;FCI1105A;
Ford;Royale;‐‐;92 ; 96;FAP4034;WO370;FCI1640;
Ford;Royale;(GL / Ghia) ‐ álcool ‐ mecânico;92 ; 94;FAP4034;WO370;FCC225;
Ford;Royale;(GL) ‐ álcool ‐ mecânico;92 ; 94;FAP4034;WO370;FCC225;
Ford;Royale;(GL) ‐ gasolina ‐ mecânico;94 ; 96;FAP4034;WO370;FCI1640;
Ford;Taurus;‐‐;94 ; 95;FAP8999;WO390;FCI1887;
Ford;Taurus;‐‐;96 ; 99;FAP2842;WO390;FCI1872;
Ford;Taurus;‐‐;96 ; 99;FAP2842;WO261;FCI1872;
Ford;Territory;Turbo ‐ (SEL/Titanium) ‐ automático;2020 ;;FAP7020;WOE710;FCI1885;AKX35350/C
Ford;Verona;‐‐;93 ; 96;FAP4034;WO370;FCC225;
Ford;Verona;(LX / GLX) ‐ álcool / gasolina ‐ mecânico;89 ; 96;FAP4034;WO370;FCC225;
Ford;Versallies;(GL / Ghia) ‐ álcool ‐ mecânico;91 ; 96;FAP4034;WO370;FCC225;
Ford;Versallies;(GL / LX) ‐ gasolina ‐ automático / mecânico;95 ; 97;WR201;WO370;FCI1640;
Ford;Versallies;(LX / GL) ‐ álcool ‐ mecânico mecânico;91 ; 94;WR201;WO370;FCC225;
Ford;Versallies;(LX / GL) ‐ gasolina ‐ mecânico mecânico;91 ; 97;WR201;WO370;FCI1640;
Geely;EC7;(GS) ‐ gasolina ‐ mecânico;2015 ;;JFA0G02;JFO0G00;JFCG00;AKX1962
Geely;GC2;gasolina ‐ manual;2015 ;;JFA0G01;JFO0G01;JFCG00;AKX1773
Chevrolet/GM;A 10;(CD / CS) ‐ álcool / gasolina ‐ mecânico;81 ; 89;WAP162;WO510;FCC225;
Chevrolet/GM;A 20;(CD / CS / S) ‐ álcool / gasolina ‐ mecânico;81 ; 96;WAP162;WO510;FCC225;
Chevrolet/GM;Agile;‐‐;2009 ;;FAP2827;WO130;FCI1660;AKX3536
Chevrolet/GM;Astra;‐‐;99 ; 02;FAP3268;WO130;FCI1110S;AKX35264F
Chevrolet/GM;Astra;(Comfort / GL / Millenium) ‐ álcool ‐ mecânico;01 ; 04;FAP3268;WO130;FCI1660;AKX35264F
Chevrolet/GM;Astra;(Comfort / GL / Millenium) ‐ gasolina ‐ mecânico;99 ; 00;FAP3268;WO130;FCI1110S;AKX35264F
Chevrolet/GM;Astra;(Comfort / GL / Millenium) ‐ gasolina ‐ mecânico;99 ; 01;FAP3268;WO130;FCI1660;AKX35264F
Chevrolet/GM;Astra;(GLS / Importado / CD / Sunny / Hathback) ‐ gasolina ‐ mecânico;91 ; 04;FAP1701;WO130;FCI1101A;AKX3536
Chevrolet/GM;Astra;(GLS / Importado / CD / Sunny / Hathback) ‐ gasolina ‐ mecânico;91 ; 98;FAP1701;WO130;FCI1101A;AKX3536
Chevrolet/GM;Astra;flex Power ‐ (Advantage / Confort / Elegance / Elite / Sport / CD / GLS) ‐ automático / Mecâni;2003 ;;FAP3268;WO130;FCI1650;AKX35264F
Chevrolet/GM;Blazer;‐‐;01 ; 06;WR200/7;WO130;FCI1110S;
Chevrolet/GM;Blazer;(DLX / STD / Colina / Executive) ‐ gasolina ‐ automático / mecânico;96 ; 97;FAP3234;WO530;FCI1117;
Chevrolet/GM;Blazer;(DLX / STD / Colina / Executive) ‐ gasolina ‐ automático / mecânico;98 ; 04;FAP3234;WO530;FCI1118;
Chevrolet/GM;Blazer;(DLX / STD) ‐ gasolina ‐ mecânico;95 ; 96;FAP3234;WO130;FCI0363;
Chevrolet/GM;Blazer;(DLX / STD) ‐ gasolina ‐ mecânico;97 ; 00;WR200/3;WO130;FCI1110S;
Chevrolet/GM;Blazer;flex ‐ (Advantage / Colina / Tornado / ST) ‐ mecânico;2007 ;;WR200/7;WO130;FCI1650;
Chevrolet/GM;Blazer;Turbo diesel ‐ (Colina) ‐ mecânico;05 ; 12;WR200/3;WO540;FCD2066/1;
Chevrolet/GM;Blazer;Turbo diesel ‐ (DLX / DTI) ‐ mecânico;02 ; 06;WR200/3;WO540;FCD2064;
Chevrolet/GM;Blazer;Turbo diesel ‐ (DLX / DTI) ‐ mecânico;98 ; 01;WR200/3;WO540;FCD2066;
Chevrolet/GM;Blazer;Turbo diesel ‐ (STD/DLX) ‐ mecânico;97 ; 00;WAP161;WO290;FCD2157;
Chevrolet/GM;Bonanza;diesel ‐ (Custom S / Luxe) ‐ mecânico;91 ; 94;WAP162;WO280;FCD0296;
Chevrolet/GM;C10;(Custom / CD) ‐ gasolina ‐ mecânico;85 ; 89;WAP162;WO510;FCC2160;
Chevrolet/GM;C200;C20 ‐ (Custom / CD) ‐ gasolina ‐ mecânico;85 ; 96;WAP162;WO510;FCC2160;
Chevrolet/GM;Calibra;‐‐;93 ; 97;FAP3226;WO130;FCI1101A;AKX3536
Chevrolet/GM;Camaro;FIFTY ‐ gasolina ‐ automático / mecânico;2017 ;;FAP9302;WO133;;AKX35725
Chevrolet/GM;Camaro;RS ‐ Coupé ‐ gasolina ‐ automático / mecânico;91 ; 92;WR203;;FCI1117;
Chevrolet/GM;Camaro;SS ‐ (Coupé / Conversível) ‐ gasolina ‐ automático / mecânico;2010 ;;FAP9061;WO133;;
Chevrolet/GM;Camaro;Z 28 ‐ (Coupé / Conversível) ‐ gasolina ‐ automático / mecânico;91 ; 97;JFA0603;;FCI1117;
Chevrolet/GM;Caprice;gasolina ‐ automático / mecânico;91 ; 95;WR203;WO530;;
Chevrolet/GM;Captiva;(AWD / FWD) ‐ gasolina ‐ automático;2008 ;;JFA0W09;WO133;;AKX3535/1
Chevrolet/GM;Captiva;(AWD / FWD) ‐ gasolina ‐ automático;2011 ;;JFA0W09;WO136;;AKX3535/1
Chevrolet/GM;Captiva;(FWD / Sport) ‐ gasolina ‐ automático;09 ; 11;JFA0W09;WOE312;;AKX3535/1
Chevrolet/GM;Captiva;(FWD / Sport) ‐ gasolina ‐ automático;2012 ;;JFA0W09;WO133;;AKX3535/1
Chevrolet/GM;Caravan;(Comodoro / Diplomata) álcool ‐ gasolina ‐ mecânico;84 ; 93;WR201;;;
Chevrolet/GM;Cavalier;(Conversível) ‐ gasolina ‐ mecânico;91 ; 94;WR200/10;WO130;FCI1117;
Chevrolet/GM;Celta;‐‐;03 ; 07;FAP3289;WO130;FCI1110S;AKX3536
Chevrolet/GM;Celta;(Energy / Life / Spirit / Super) ‐ gasolina / mecânico;03 ; 07;FAP3289;WO130;FCI1110S;AKX3562
Chevrolet/GM;Celta;(Life / Spirit / Super) ‐ gasolina ‐ mecânico;00 ; 06;FAP3289;WO130;FCI1110S;AKX3536
Chevrolet/GM;Celta;flex Power ‐ (Advantage / Life / Spirit / Super) ‐ mecânico;2007 ;;FAP3289;WO130;FCI1660;AKX3536
Chevrolet/GM;Celta;flex Power ‐ (Advantage / Life / Spirit / Super) ‐ mecânico;2007 ;;FAP3289;WO130;FCI1660;AKX3562
Chevrolet/GM;Celta;flex Power ‐ (Life / Spirit / Super) ‐ mecânico;2007 ;;FAP3289;WO130;FCI1660;AKX3536
Chevrolet/GM;Celta;flex Power ‐ (Life / Spirit / Super) ‐ mecânico;2007 ;;FAP3289;WO130;FCI1660;AKX3562
Chevrolet/GM;Celta;gasolina sem ar cond. ‐ (Life / Spirit / Super) ‐ gasolina ‐ mecânico;00 ; 06;FAP3289;WO130;FCI1110S;AKX3562
Chevrolet/GM;Chevette;(Junior) ‐ gasolina ‐ mecânico;92 ; 94;WR201;WUNI0003;FCC2160;
Chevrolet/GM;Chevy;‐‐;1992 ;;WR201;WUNI0003;FCC2160;
Chevrolet/GM;Classic;‐‐;03 ; 05;FAP2827;WO130;FCI1110S;AKX35159
Chevrolet/GM;Classic;flex Power ‐ (LS / Life / Spirit / Super) ‐ álcool / gasolina ‐ mecânico;2010 ;;FAP2827;WO130;FCI1660;AKX3536
Chevrolet/GM;Classic;flex Power ‐ (LS / Life / Spirit / Super) ‐ mecânico;06 ; 08;FAP2827;WO130;FCI1660;AKX35159
Chevrolet/GM;Cobalt;Econo flex ‐ (Advantage / LT / LTZ) ‐ automático / mecânico;13 ; 17;FAP3269;WO130;FCI1660;AKX35723
Chevrolet/GM;Cobalt;Econo flex ‐ (ELITE / LTZ) ‐ automático / mecânico;2017 ;;FAP3286;WO130;FCI1660;AKX35723
Chevrolet/GM;Cobalt;flex Power ‐ (LS / LT / LTZ) ‐ álcool / gasolina ‐ mecânico;2011 ;;FAP3269;WO130;FCI1660;AKX35723
Chevrolet/GM;Corsa;‐‐;00 ; 06;FAP2827;WO130;FCI1660;AKX35159
Chevrolet/GM;Corsa;(Classic / Hatch / Pick Up / Wagon / Milleniun / Sedã / Super / Wind) ‐ gasolina ‐ mecânico;99 ; 01;FAP2827;WO130;FCI1110S;AKX3536
Chevrolet/GM;Corsa;(Classic / Hatch / Pick Up) ‐ ácool ‐ mecânico;1996 ;;FAP2827;WO130;FCI1660;AKX3536
Chevrolet/GM;Corsa;(Classic / Hatch / Pick Up) ‐ gasolina ‐ mecânico;94 ; 01;FAP2827;WO130;FCI1110S;AKX3536
Chevrolet/GM;Corsa;(Hatch / Classic / Pick Up / Wind / Joy / Millenium) ‐ gasolina ‐ mecânico;02 ; 07;FAP3280;WO130;FCI1110S;AKX35159
Chevrolet/GM;Corsa;(Hatch / Classic / Pick Up / Wind / Joy / Millenium) ‐ gasolina ‐ mecânico;94 ; 01;FAP2827;WO130;FCI1110S;AKX3536
Chevrolet/GM;Corsa;(Hatch / GL) ‐ gasolina ‐ mecânico;94 ; 01;FAP2827;WO130;FCI1110S;AKX3536
Chevrolet/GM;Corsa;Econo flex ‐ (Hatch / Premium / Maxx) ‐ mecânico;2007 ;;FAP3280;WO130;FCI1660;AKX35159
Chevrolet/GM;Corsa;flex Power ‐ (Classic / Hatch / Premium / Spirit / Maxx) ‐ mecânico;05 ; 09;FAP3280;WO130;FCI1660;AKX35159
Chevrolet/GM;Corsa;flex Power ‐ (Hatch / Premium / Maxx / SS) ‐ álcool / gasolina ‐ mecânico;03 ; 08;FAP3280;WO130;FCI1660;AKX35159
